t, u1,u2,u3,u4,x,y,theta,xp,yp,thetap,xt,yt,thetat,xtp,ytp,theatp,xgp,ygp,thetagp,xd,yd,thetad,xpd,ypd,thetaph,xppd,yppd,thetappd;
1.203,7.156,-12.681,0.201,-5.727, 0.431, 0.152, 0.265,0.000,0.406,-1.847,-0.067, 0.191, 2.062,-0.214,-0.160, 0.577,-0.002, 0.389, 0.052, 0.364, 0.343, 2.327,-0.216, 0.229, 0.628,-0.072,-0.068, 0.000;
1.215,6.708,-11.317,-0.459,-4.150, 0.431, 0.156, 0.265,0.000,0.404,0.000,-0.069, 0.189, 2.069,-0.326,-0.051, 0.694, 0.109, 0.278,-0.065, 0.361, 0.346, 2.334,-0.217, 0.227, 0.628,-0.071,-0.068, 0.000;
1.226,7.047,-12.968,-0.266,-5.655, 0.433, 0.161, 0.265,0.203,0.405,0.000,-0.074, 0.187, 2.076,-0.438,-0.163, 0.808, 0.219, 0.389,-0.179, 0.359, 0.348, 2.341,-0.219, 0.226, 0.628,-0.071,-0.069, 0.000;
1.237,5.243,-13.612,-2.212,-6.156, 0.433, 0.165, 0.249,0.000,0.389,-1.383,-0.077, 0.185, 2.099,-0.324,-0.050, 0.931, 0.103, 0.274,-0.302, 0.356, 0.351, 2.348,-0.220, 0.224, 0.628,-0.070,-0.069, 0.000;
1.259,6.982,-13.296,-0.678,-5.636, 0.435, 0.167, 0.269,0.102,0.102,0.923,-0.084, 0.188, 2.093,-0.547, 0.167, 0.701, 0.324, 0.054,-0.073, 0.352, 0.356, 2.362,-0.223, 0.221, 0.628,-0.069,-0.070, 0.000;
1.263,7.528,-16.543,0.132,-9.147, 0.435, 0.172, 0.265,0.000,1.192,-1.162,-0.085, 0.184, 2.099,-0.509, 0.128, 0.664, 0.285, 0.092,-0.035, 0.351, 0.356, 2.364,-0.224, 0.220, 0.628,-0.069,-0.070, 0.000;
1.284,7.220,-15.959,-0.157,-8.582, 0.435, 0.176, 0.265,0.000,0.214,0.000,-0.089, 0.185, 2.112,-0.298,-0.088, 0.454, 0.071, 0.305, 0.175, 0.346, 0.361, 2.377,-0.227, 0.217, 0.628,-0.068,-0.071, 0.000;
1.286,6.202,-13.114,-0.995,-5.917, 0.435, 0.181, 0.265,0.000,1.578,0.000,-0.090, 0.181, 2.114,-0.327,-0.059, 0.482, 0.100, 0.276, 0.146, 0.345, 0.362, 2.379,-0.227, 0.217, 0.628,-0.068,-0.071, 0.000;
1.308,6.165,-13.466,-1.068,-6.233, 0.435, 0.185, 0.265,0.000,0.208,0.000,-0.095, 0.181, 2.128,-0.544,-0.278, 0.698, 0.314, 0.492,-0.070, 0.340, 0.366, 2.393,-0.230, 0.214, 0.628,-0.067,-0.072, 0.000;
1.313,3.197,-14.598,-4.307,-7.094, 0.435, 0.190, 0.265,0.000,0.883,0.000,-0.096, 0.178, 2.131,-0.494,-0.227, 0.749, 0.263, 0.440,-0.121, 0.339, 0.367, 2.396,-0.231, 0.213, 0.628,-0.067,-0.072, 0.000;
1.324,3.777,-14.412,-3.791,-6.844, 0.435, 0.194, 0.265,0.000,0.388,0.000,-0.099, 0.176, 2.138,-0.379,-0.113, 0.634, 0.146, 0.325,-0.005, 0.337, 0.370, 2.403,-0.232, 0.212, 0.628,-0.066,-0.073, 0.000;
1.336,5.166,-13.982,-2.303,-6.513, 0.435, 0.199, 0.265,0.000,0.385,0.000,-0.101, 0.173, 2.145,-0.264,-0.231, 0.517, 0.030, 0.441, 0.111, 0.334, 0.372, 2.410,-0.234, 0.210, 0.628,-0.066,-0.073, 0.000;
1.347,4.562,-12.387,-2.806,-5.018, 0.435, 0.203, 0.269,0.000,0.397,0.387,-0.104, 0.171, 2.148,-0.378,-0.120, 0.403, 0.143, 0.328, 0.225, 0.331, 0.374, 2.417,-0.235, 0.208, 0.628,-0.065,-0.074, 0.000;
1.369,4.943,-13.918,-2.313,-6.662, 0.435, 0.205, 0.285,0.000,0.101,0.725,-0.109, 0.174, 2.146,-0.160, 0.097, 0.170,-0.079, 0.108, 0.458, 0.326, 0.379, 2.431,-0.238, 0.205, 0.628,-0.064,-0.075, 0.000;
1.374,7.777,-13.155,0.774,-6.152, 0.435, 0.210, 0.285,0.000,1.034,0.000,-0.110, 0.170, 2.149,-0.204, 0.053, 0.214,-0.035, 0.151, 0.415, 0.325, 0.380, 2.434,-0.239, 0.204, 0.628,-0.064,-0.075, 0.000;
1.393,6.999,-13.339,-0.059,-6.281, 0.433, 0.214, 0.281,-0.112,0.225,-0.230,-0.113, 0.170, 2.166,-0.006,-0.152, 0.420,-0.235, 0.353, 0.209, 0.320, 0.384, 2.446,-0.241, 0.201, 0.628,-0.063,-0.076, 0.000;
1.405,6.250,-10.806,-1.080,-3.476, 0.433, 0.219, 0.285,0.000,0.370,0.380,-0.116, 0.168, 2.169,-0.131,-0.031, 0.542,-0.112, 0.230, 0.086, 0.317, 0.386, 2.454,-0.243, 0.199, 0.628,-0.063,-0.076, 0.000;
1.418,6.650,-12.633,-0.820,-5.164, 0.433, 0.223, 0.285,0.000,0.370,0.000,-0.119, 0.166, 2.176,-0.254,-0.154, 0.664, 0.009, 0.352,-0.035, 0.314, 0.389, 2.461,-0.244, 0.198, 0.628,-0.062,-0.077, 0.000;
1.429,5.050,-13.246,-2.572,-5.624, 0.431, 0.225, 0.301,-0.187,0.187,1.323,-0.119, 0.166, 2.168,-0.134,-0.035, 0.537,-0.112, 0.231, 0.092, 0.312, 0.391, 2.469,-0.246, 0.196, 0.628,-0.061,-0.077, 0.000;
1.441,6.627,-12.672,-0.834,-5.211, 0.431, 0.230, 0.306,0.000,0.376,0.417,-0.122, 0.164, 2.171,-0.255,-0.157, 0.412, 0.008, 0.351, 0.217, 0.309, 0.393, 2.476,-0.247, 0.194, 0.628,-0.061,-0.078, 0.000;
1.453,4.721,-13.202,-2.615,-5.866, 0.429, 0.234, 0.301,-0.187,0.374,-0.416,-0.123, 0.161, 2.183,-0.136,-0.039, 0.292,-0.112, 0.231, 0.336, 0.306, 0.396, 2.484,-0.249, 0.192, 0.628,-0.060,-0.078, 0.000;
1.465,6.235,-12.617,-1.015,-5.367, 0.429, 0.239, 0.306,0.000,0.369,0.410,-0.126, 0.159, 2.186,-0.260,-0.163, 0.170, 0.010, 0.353, 0.458, 0.303, 0.398, 2.492,-0.250, 0.190, 0.628,-0.060,-0.079, 0.000;
1.478,4.350,-13.157,-2.779,-6.027, 0.426, 0.243, 0.306,-0.182,0.365,0.000,-0.127, 0.157, 2.193,-0.137,-0.042, 0.295,-0.114, 0.231, 0.333, 0.300, 0.400, 2.499,-0.252, 0.188, 0.628,-0.059,-0.079, 0.000;
1.490,6.077,-12.663,-1.209,-5.377, 0.424, 0.246, 0.317,-0.180,0.180,0.862,-0.128, 0.157, 2.190,-0.262, 0.080, 0.169, 0.009, 0.107, 0.459, 0.296, 0.403, 2.507,-0.253, 0.186, 0.628,-0.059,-0.079, 0.000;
1.502,6.574,-14.297,-0.569,-7.154, 0.424, 0.250, 0.322,0.000,0.359,0.416,-0.131, 0.155, 2.193,-0.389,-0.048, 0.044, 0.135, 0.232, 0.584, 0.293, 0.405, 2.515,-0.254, 0.184, 0.628,-0.058,-0.080, 0.000;
1.515,4.643,-14.878,-2.376,-7.859, 0.422, 0.254, 0.322,-0.179,0.359,0.000,-0.132, 0.153, 2.201,-0.264,-0.175, 0.172, 0.008, 0.357, 0.457, 0.290, 0.407, 2.523,-0.256, 0.182, 0.628,-0.057,-0.080, 0.000;
1.527,4.193,-13.242,-2.986,-6.063, 0.420, 0.257, 0.337,-0.187,0.187,1.318,-0.133, 0.153, 2.193,-0.145,-0.056, 0.049,-0.112, 0.237, 0.579, 0.287, 0.409, 2.530,-0.257, 0.180, 0.628,-0.057,-0.081, 0.000;
1.540,5.743,-12.620,-1.280,-5.597, 0.417, 0.261, 0.343,-0.170,0.341,0.425,-0.134, 0.151, 2.195,-0.016,-0.191,-0.083,-0.243, 0.369, 0.711, 0.284, 0.412, 2.538,-0.259, 0.178, 0.628,-0.056,-0.081, 0.000;
1.552,4.866,-10.806,-2.025,-3.915, 0.415, 0.266, 0.337,-0.191,0.382,-0.477,-0.135, 0.148, 2.208,-0.134,-0.075, 0.041,-0.126, 0.252, 0.588, 0.281, 0.414, 2.546,-0.260, 0.176, 0.628,-0.055,-0.082, 0.000;
1.564,5.568,-12.415,-1.496,-5.351, 0.413, 0.268, 0.359,-0.185,0.185,1.765,-0.135, 0.148, 2.195,-0.014,-0.198,-0.083,-0.247, 0.372, 0.711, 0.277, 0.416, 2.553,-0.261, 0.174, 0.628,-0.055,-0.082, 0.000;
1.576,4.758,-10.764,-2.130,-3.875, 0.413, 0.272, 0.349,0.000,0.367,-0.822,-0.139, 0.146, 2.212,-0.139,-0.322, 0.046,-0.124, 0.494, 0.582, 0.274, 0.418, 2.561,-0.263, 0.172, 0.628,-0.054,-0.083, 0.000;
1.588,3.040,-11.548,-4.042,-4.466, 0.411, 0.277, 0.349,-0.185,0.370,0.000,-0.140, 0.143, 2.220,-0.018,-0.202, 0.175,-0.246, 0.373, 0.453, 0.271, 0.420, 2.569,-0.264, 0.170, 0.628,-0.054,-0.083, 0.000;
1.600,4.852,-10.997,-2.391,-3.754, 0.408, 0.279, 0.381,-0.186,0.186,2.650,-0.141, 0.143, 2.196,-0.140,-0.084, 0.048,-0.125, 0.252, 0.581, 0.268, 0.422, 2.576,-0.265, 0.168, 0.628,-0.053,-0.083, 0.000;
1.612,5.194,-12.551,-1.837,-5.521, 0.406, 0.283, 0.365,-0.182,0.365,-1.288,-0.142, 0.141, 2.219,-0.018,-0.209, 0.177,-0.248, 0.376, 0.452, 0.265, 0.424, 2.584,-0.267, 0.166, 0.628,-0.052,-0.084, 0.000;
1.625,4.695,-10.992,-2.547,-3.750, 0.404, 0.286, 0.387,-0.175,0.175,1.738,-0.143, 0.141, 2.205,-0.148,-0.082, 0.044,-0.120, 0.247, 0.584, 0.261, 0.426, 2.592,-0.268, 0.164, 0.628,-0.052,-0.084, 0.000;
1.637,5.251,-12.644,-1.806,-5.587, 0.402, 0.290, 0.387,-0.188,0.377,0.000,-0.144, 0.138, 2.212,-0.030,-0.204, 0.164,-0.239, 0.366, 0.464, 0.258, 0.428, 2.599,-0.269, 0.162, 0.628,-0.051,-0.085, 0.000;
1.649,4.541,-11.142,-2.666,-3.934, 0.400, 0.295, 0.387,-0.189,0.377,0.000,-0.145, 0.136, 2.220,-0.150,-0.087, 0.286,-0.120, 0.248, 0.343, 0.255, 0.430, 2.607,-0.270, 0.160, 0.628,-0.050,-0.085, 0.000;
1.660,5.197,-12.771,-2.163,-5.412, 0.395, 0.297, 0.396,-0.376,0.188,0.776,-0.143, 0.135, 2.218,-0.031, 0.029, 0.166,-0.241, 0.129, 0.462, 0.252, 0.432, 2.614,-0.271, 0.158, 0.628,-0.050,-0.085, 0.000;
1.672,6.739,-11.962,-0.488,-4.735, 0.393, 0.301, 0.403,-0.188,0.376,0.554,-0.144, 0.133, 2.219,-0.151,-0.093, 0.047,-0.122, 0.249, 0.582, 0.248, 0.434, 2.622,-0.273, 0.156, 0.628,-0.049,-0.086, 0.000;
1.684,5.102,-12.541,-2.001,-5.437, 0.391, 0.304, 0.418,-0.184,0.184,1.282,-0.145, 0.132, 2.211,-0.030, 0.028,-0.079,-0.244, 0.127, 0.708, 0.245, 0.436, 2.629,-0.274, 0.154, 0.628,-0.048,-0.086, 0.000;
1.696,6.618,-11.773,-0.327,-4.828, 0.388, 0.308, 0.425,-0.191,0.381,0.596,-0.146, 0.130, 2.211,-0.149,-0.093,-0.198,-0.126, 0.245, 0.827, 0.242, 0.438, 2.637,-0.275, 0.152, 0.628,-0.048,-0.086, 0.000;
1.708,5.008,-12.378,-1.812,-5.558, 0.386, 0.310, 0.441,-0.184,0.184,1.281,-0.148, 0.129, 2.203,-0.028, 0.026,-0.323,-0.248, 0.123, 0.951, 0.239, 0.439, 2.644,-0.276, 0.150, 0.628,-0.047,-0.087, 0.000;
1.721,6.635,-11.525,-0.028,-4.862, 0.384, 0.312, 0.464,-0.180,0.180,1.845,-0.149, 0.129, 2.188,-0.154,-0.101,-0.455,-0.123, 0.248, 1.083, 0.235, 0.441, 2.652,-0.277, 0.148, 0.628,-0.046,-0.087, 0.000;
1.733,4.823,-12.287,-1.652,-5.812, 0.379, 0.317, 0.456,-0.349,0.349,-0.592,-0.148, 0.126, 2.204,-0.025,-0.231,-0.320,-0.253, 0.377, 0.949, 0.232, 0.443, 2.660,-0.278, 0.146, 0.628,-0.046,-0.087, 0.000;
1.745,4.166,-10.637,-2.501,-3.970, 0.377, 0.319, 0.479,-0.188,0.188,1.925,-0.149, 0.126, 2.189,-0.146,-0.113,-0.441,-0.134, 0.257, 1.069, 0.228, 0.445, 2.667,-0.279, 0.143, 0.628,-0.045,-0.088, 0.000;
1.758,4.809,-12.104,-1.681,-5.614, 0.375, 0.324, 0.479,-0.179,0.358,0.000,-0.150, 0.123, 2.196,-0.022,-0.241,-0.311,-0.259, 0.382, 0.939, 0.225, 0.447, 2.675,-0.281, 0.141, 0.628,-0.044,-0.088, 0.000;
1.770,4.021,-10.607,-2.633,-3.954, 0.371, 0.326, 0.494,-0.353,0.177,1.189,-0.149, 0.123, 2.189, 0.104,-0.115,-0.183,-0.385, 0.254, 0.811, 0.221, 0.448, 2.683,-0.282, 0.139, 0.628,-0.044,-0.089, 0.000;
1.783,5.649,-9.772,-1.117,-3.006, 0.368, 0.328, 0.494,-0.182,0.182,0.000,-0.150, 0.122, 2.197,-0.021, 0.005,-0.055,-0.262, 0.132, 0.683, 0.218, 0.450, 2.691,-0.283, 0.137, 0.628,-0.043,-0.089, 0.000;
1.794,6.556,-11.423,-0.370,-4.497, 0.366, 0.333, 0.502,-0.192,0.383,0.699,-0.152, 0.119, 2.196,-0.139,-0.115, 0.064,-0.145, 0.249, 0.564, 0.215, 0.452, 2.698,-0.284, 0.135, 0.628,-0.042,-0.089, 0.000;
1.806,5.126,-12.272,-1.924,-5.221, 0.362, 0.335, 0.517,-0.379,0.189,1.267,-0.150, 0.118, 2.189,-0.021, 0.002,-0.056,-0.264, 0.131, 0.684, 0.211, 0.453, 2.706,-0.285, 0.133, 0.628,-0.042,-0.089, 0.000;
1.818,6.667,-11.232,-0.231,-4.333, 0.359, 0.337, 0.540,-0.186,0.186,1.953,-0.152, 0.118, 2.173,-0.142,-0.121,-0.184,-0.144, 0.251, 0.813, 0.208, 0.455, 2.713,-0.286, 0.131, 0.628,-0.041,-0.090, 0.000;
1.830,5.087,-12.060,-1.625,-5.348, 0.355, 0.339, 0.546,-0.365,0.183,0.471,-0.151, 0.117, 2.175,-0.019, 0.000,-0.310,-0.268, 0.128, 0.938, 0.204, 0.456, 2.721,-0.287, 0.128, 0.628,-0.040,-0.090, 0.000;
1.843,6.551,-11.004,-0.034,-4.419, 0.353, 0.341, 0.555,-0.180,0.180,0.713,-0.152, 0.116, 2.174,-0.145,-0.127,-0.434,-0.143, 0.253, 1.062, 0.201, 0.458, 2.729,-0.288, 0.126, 0.628,-0.040,-0.090, 0.000;
1.855,4.907,-11.928,-1.544,-5.478, 0.348, 0.346, 0.555,-0.362,0.362,0.000,-0.151, 0.114, 2.181,-0.021,-0.253,-0.305,-0.268, 0.377, 0.933, 0.197, 0.460, 2.736,-0.289, 0.124, 0.628,-0.039,-0.091, 0.000;
1.867,4.091,-10.416,-2.521,-3.804, 0.346, 0.348, 0.579,-0.183,0.183,1.933,-0.152, 0.113, 2.165,-0.144,-0.132,-0.429,-0.145, 0.254, 1.057, 0.194, 0.461, 2.744,-0.290, 0.122, 0.628,-0.038,-0.091, 0.000;
1.879,5.016,-11.817,-1.414,-5.387, 0.341, 0.350, 0.593,-0.371,0.186,1.178,-0.151, 0.112, 2.159,-0.023,-0.254,-0.551,-0.267, 0.374, 1.179, 0.190, 0.462, 2.752,-0.291, 0.119, 0.628,-0.038,-0.091, 0.000;
1.891,4.005,-10.250,-2.275,-3.970, 0.339, 0.353, 0.602,-0.185,0.185,0.797,-0.153, 0.111, 2.157,-0.146,-0.136,-0.429,-0.146, 0.253, 1.057, 0.187, 0.464, 2.759,-0.291, 0.117, 0.628,-0.037,-0.092, 0.000;
1.904,5.096,-11.762,-1.307,-5.359, 0.335, 0.355, 0.616,-0.357,0.179,1.121,-0.152, 0.110, 2.151,-0.020,-0.013,-0.554,-0.273, 0.128, 1.182, 0.183, 0.465, 2.767,-0.292, 0.115, 0.628,-0.036,-0.092, 0.000;
1.916,6.500,-10.568,0.250,-4.317, 0.333, 0.357, 0.626,-0.186,0.186,0.828,-0.153, 0.110, 2.148,-0.142, 0.105,-0.432,-0.151, 0.008, 1.060, 0.179, 0.467, 2.775,-0.293, 0.113, 0.628,-0.035,-0.092, 0.000;
1.928,7.619,-12.022,1.247,-5.649, 0.328, 0.359, 0.640,-0.376,0.188,1.164,-0.152, 0.109, 2.142,-0.022,-0.016,-0.313,-0.272, 0.127, 0.941, 0.176, 0.468, 2.782,-0.294, 0.111, 0.628,-0.035,-0.092, 0.000;
1.939,6.701,-10.609,0.223,-4.131, 0.324, 0.362, 0.654,-0.385,0.192,1.168,-0.151, 0.108, 2.136, 0.093,-0.134,-0.429,-0.388, 0.243, 1.058, 0.173, 0.469, 2.789,-0.295, 0.108, 0.628,-0.034,-0.093, 0.000;
1.951,5.627,-9.149,-0.707,-2.815, 0.321, 0.364, 0.664,-0.186,0.186,0.866,-0.152, 0.107, 2.133,-0.029,-0.257,-0.309,-0.267, 0.363, 0.937, 0.169, 0.471, 2.797,-0.296, 0.106, 0.628,-0.033,-0.093, 0.000;
1.963,4.357,-10.320,-2.096,-3.866, 0.317, 0.366, 0.677,-0.371,0.185,1.109,-0.152, 0.106, 2.127, 0.091,-0.138,-0.430,-0.388, 0.242, 1.058, 0.165, 0.472, 2.804,-0.296, 0.104, 0.628,-0.033,-0.093, 0.000;
1.975,5.571,-9.123,-0.736,-2.816, 0.312, 0.368, 0.677,-0.391,0.195,0.000,-0.150, 0.105, 2.134,-0.024,-0.254,-0.310,-0.273, 0.356, 0.938, 0.162, 0.473, 2.812,-0.297, 0.102, 0.628,-0.032,-0.093, 0.000;
1.986,4.477,-10.148,-1.979,-3.692, 0.310, 0.371, 0.701,-0.200,0.200,2.135,-0.152, 0.104, 2.117,-0.137,-0.144,-0.424,-0.161, 0.244, 1.053, 0.159, 0.474, 2.819,-0.298, 0.100, 0.628,-0.031,-0.094, 0.000;
1.998,5.443,-11.304,-0.838,-5.023, 0.306, 0.373, 0.712,-0.385,0.193,0.957,-0.151, 0.103, 2.114,-0.020,-0.262,-0.541,-0.278, 0.360, 1.170, 0.155, 0.475, 2.826,-0.299, 0.098, 0.628,-0.031,-0.094, 0.000;
2.009,4.316,-9.915,-1.829,-3.769, 0.301, 0.375, 0.725,-0.377,0.189,1.088,-0.150, 0.101, 2.108, 0.098,-0.145,-0.660,-0.397, 0.241, 1.288, 0.152, 0.476, 2.833,-0.299, 0.095, 0.628,-0.030,-0.094, 0.000;
2.020,5.449,-8.684,-0.554,-2.682, 0.297, 0.377, 0.725,-0.406,0.203,0.000,-0.148, 0.100, 2.115,-0.013,-0.257,-0.543,-0.287, 0.351, 1.172, 0.148, 0.477, 2.840,-0.300, 0.093, 0.628,-0.029,-0.094, 0.000;
2.032,4.518,-9.702,-1.630,-3.554, 0.295, 0.377, 0.762,-0.197,0.000,3.205,-0.150, 0.101, 2.086,-0.128,-0.144,-0.664,-0.173, 0.236, 1.292, 0.145, 0.479, 2.847,-0.301, 0.091, 0.628,-0.029,-0.094, 0.000;
2.054,5.656,-10.792,-0.272,-4.864, 0.290, 0.379, 0.773,-0.202,0.101,0.533,-0.152, 0.101, 2.088, 0.094,-0.369,-0.889,-0.396, 0.456, 1.518, 0.138, 0.480, 2.861,-0.302, 0.087, 0.628,-0.027,-0.095, 0.000;
2.058,3.287,-8.504,-2.408,-2.809, 0.286, 0.382, 0.773,-1.103,0.552,0.000,-0.149, 0.099, 2.090, 0.053,-0.329,-0.844,-0.355, 0.415, 1.472, 0.137, 0.481, 2.864,-0.302, 0.086, 0.628,-0.027,-0.095, 0.000;
2.069,3.638,-8.815,-2.113,-3.064, 0.281, 0.384, 0.773,-0.403,0.201,0.000,-0.147, 0.098, 2.097,-0.059,-0.219,-0.718,-0.244, 0.303, 1.346, 0.134, 0.482, 2.871,-0.303, 0.084, 0.628,-0.026,-0.095, 0.000;
2.080,5.003,-9.914,-0.904,-4.007, 0.277, 0.384, 0.809,-0.389,0.000,3.122,-0.146, 0.099, 2.069, 0.056,-0.105,-0.601,-0.359, 0.187, 1.230, 0.130, 0.483, 2.878,-0.303, 0.082, 0.628,-0.026,-0.095, 0.000;
2.103,6.250,-8.655,0.310,-2.716, 0.275, 0.386, 0.822,-0.100,0.100,0.554,-0.151, 0.098, 2.070,-0.170,-0.333,-0.376,-0.135, 0.410, 1.004, 0.124, 0.484, 2.892,-0.304, 0.078, 0.628,-0.024,-0.096, 0.000;
2.114,4.244,-11.319,-1.940,-5.136, 0.270, 0.386, 0.833,-0.377,0.000,0.969,-0.150, 0.099, 2.066,-0.051,-0.213,-0.252,-0.254, 0.288, 0.880, 0.120, 0.485, 2.899,-0.305, 0.075, 0.628,-0.024,-0.096, 0.000;
2.127,5.580,-10.051,-0.723,-3.748, 0.266, 0.388, 0.846,-0.348,0.174,0.981,-0.150, 0.098, 2.062, 0.077,-0.085,-0.121,-0.383, 0.158, 0.749, 0.116, 0.486, 2.907,-0.306, 0.073, 0.628,-0.023,-0.096, 0.000;
2.139,6.787,-8.725,0.360,-2.298, 0.261, 0.391, 0.846,-0.368,0.184,0.000,-0.149, 0.097, 2.069,-0.045,-0.210, 0.007,-0.261, 0.280, 0.622, 0.112, 0.487, 2.915,-0.306, 0.071, 0.628,-0.022,-0.096, 0.000;
2.142,5.790,-10.025,-0.797,-3.439, 0.257, 0.391, 0.870,-1.475,0.000,7.922,-0.145, 0.097, 2.047,-0.015,-0.180,-0.025,-0.292, 0.250, 0.653, 0.111, 0.487, 2.917,-0.306, 0.070, 0.628,-0.022,-0.096, 0.000;
2.154,6.012,-9.489,-0.471,-3.006, 0.252, 0.393, 0.870,-0.399,0.199,0.000,-0.144, 0.095, 2.054, 0.099,-0.069,-0.140,-0.406, 0.137, 0.768, 0.108, 0.488, 2.924,-0.307, 0.068, 0.628,-0.021,-0.096, 0.000;
2.176,7.025,-8.074,0.642,-1.690, 0.248, 0.393, 0.893,-0.204,0.000,1.089,-0.147, 0.097, 2.044,-0.121, 0.146,-0.375,-0.186,-0.083, 1.003, 0.101, 0.490, 2.938,-0.308, 0.064, 0.628,-0.020,-0.097, 0.000;
2.188,9.523,-9.847,3.421,-3.745, 0.243, 0.393, 0.917,-0.362,0.000,1.928,-0.146, 0.098, 2.028,-0.246, 0.020,-0.503,-0.062, 0.041, 1.132, 0.097, 0.490, 2.945,-0.308, 0.061, 0.628,-0.019,-0.097, 0.000;
2.201,8.361,-11.130,2.446,-5.215, 0.239, 0.395, 0.917,-0.340,0.170,0.000,-0.145, 0.096, 2.037,-0.113,-0.114,-0.368,-0.196, 0.173, 0.996, 0.093, 0.491, 2.954,-0.309, 0.059, 0.628,-0.018,-0.097, 0.000;
2.204,6.933,-10.013,0.848,-3.928, 0.234, 0.395, 0.927,-1.692,0.000,3.841,-0.142, 0.096, 2.028,-0.086,-0.088,-0.340,-0.222, 0.146, 0.969, 0.093, 0.491, 2.955,-0.309, 0.058, 0.628,-0.018,-0.097, 0.000;
2.215,7.229,-9.499,1.142,-3.412, 0.230, 0.397, 0.941,-0.394,0.197,1.187,-0.141, 0.095, 2.022, 0.029,-0.204,-0.456,-0.338, 0.260, 1.084, 0.089, 0.492, 2.962,-0.309, 0.056, 0.628,-0.018,-0.097, 0.000;
2.237,5.825,-8.391,-0.119,-2.447, 0.225, 0.397, 0.954,-0.203,0.000,0.624,-0.143, 0.096, 2.022, 0.248, 0.014,-0.679,-0.558, 0.037, 1.308, 0.082, 0.493, 2.976,-0.310, 0.052, 0.628,-0.016,-0.097, 0.000;
2.241,7.596,-5.765,1.889,-0.057, 0.221, 0.397, 0.964,-1.211,0.000,2.629,-0.140, 0.096, 2.014, 0.210,-0.023,-0.640,-0.520, 0.074, 1.268, 0.081, 0.493, 2.979,-0.310, 0.051, 0.628,-0.016,-0.097, 0.000;
2.251,7.326,-6.012,1.600,-0.286, 0.217, 0.400, 0.978,-0.412,0.206,1.285,-0.139, 0.094, 2.007, 0.101,-0.135,-0.529,-0.412, 0.183, 1.158, 0.078, 0.494, 2.985,-0.310, 0.049, 0.628,-0.015,-0.097, 0.000;
2.274,6.504,-7.236,0.683,-1.415, 0.212, 0.400, 1.001,-0.202,0.000,1.058,-0.141, 0.095, 1.998, 0.322, 0.085,-0.757,-0.633,-0.040, 1.386, 0.071, 0.495, 2.999,-0.311, 0.045, 0.628,-0.014,-0.098, 0.000;
2.286,8.130,-4.492,2.581,1.056, 0.208, 0.400, 1.010,-0.363,0.000,0.728,-0.141, 0.096, 1.997, 0.195,-0.042,-0.625,-0.506, 0.084, 1.253, 0.067, 0.495, 3.007,-0.311, 0.042, 0.628,-0.013,-0.098, 0.000;
2.289,7.301,-6.004,1.616,-0.319, 0.203, 0.400, 1.025,-1.494,0.000,4.750,-0.137, 0.096, 1.984, 0.165,-0.013,-0.594,-0.476, 0.054, 1.222, 0.066, 0.496, 3.009,-0.311, 0.042, 0.628,-0.013,-0.098, 0.000;
2.310,7.628,-6.076,1.949,-0.396, 0.199, 0.402, 1.025,-0.208,0.104,0.000,-0.139, 0.095, 1.998, 0.380,-0.232,-0.367,-0.692, 0.269, 0.995, 0.059, 0.496, 3.022,-0.312, 0.037, 0.628,-0.012,-0.098, 0.000;
2.322,5.110,-4.692,-0.853,1.271, 0.194, 0.402, 1.048,-0.386,0.000,1.977,-0.138, 0.095, 1.982, 0.258,-0.116,-0.249,-0.571, 0.151, 0.877, 0.056, 0.497, 3.030,-0.312, 0.035, 0.628,-0.011,-0.098, 0.000;
2.334,6.641,-5.513,0.603,0.525, 0.190, 0.402, 1.062,-0.370,0.000,1.206,-0.138, 0.096, 1.975, 0.135, 0.003,-0.370,-0.448, 0.029, 0.999, 0.052, 0.497, 3.037,-0.312, 0.033, 0.628,-0.010,-0.098, 0.000;
2.346,8.096,-6.229,2.209,-0.341, 0.185, 0.402, 1.070,-0.380,0.000,0.687,-0.137, 0.096, 1.974, 0.017,-0.116,-0.251,-0.330, 0.147, 0.880, 0.048, 0.498, 3.045,-0.313, 0.030, 0.628,-0.010,-0.098, 0.000;
2.358,7.405,-7.669,1.394,-1.658, 0.181, 0.404, 1.085,-0.373,0.186,1.223,-0.136, 0.094, 1.967, 0.137,-0.239,-0.373,-0.450, 0.267, 1.001, 0.045, 0.498, 3.052,-0.313, 0.028, 0.628,-0.009,-0.098, 0.000;
2.369,5.765,-6.753,-0.095,-0.893, 0.176, 0.404, 1.100,-0.379,0.000,1.261,-0.135, 0.094, 1.960, 0.019,-0.122,-0.492,-0.332, 0.147, 1.121, 0.041, 0.498, 3.060,-0.313, 0.026, 0.628,-0.008,-0.098, 0.000;
2.381,7.117,-7.479,1.407,-1.769, 0.170, 0.406, 1.085,-0.573,0.191,-1.271,-0.132, 0.092, 1.982, 0.137,-0.241,-0.363,-0.450, 0.265, 0.991, 0.037, 0.499, 3.067,-0.313, 0.023, 0.628,-0.007,-0.098, 0.000;
2.394,5.649,-6.657,-0.268,-0.739, 0.165, 0.406, 1.100,-0.360,0.000,1.197,-0.132, 0.093, 1.975, 0.012,-0.118,-0.231,-0.325, 0.139, 0.859, 0.033, 0.499, 3.075,-0.313, 0.021, 0.628,-0.007,-0.098, 0.000;
